id,full_name,display_name,slug,lnb_url,photo_url,birth_date,position,naturality,height_cm,weight_kg,profile_jersey_number,first_seen_season_id,last_seen_season_id,scrape_status,needs_manual_review,source_url
659,Igor Alexander Bernardes,Igor,igor-alexander-bernardes,https://lnb.com.br/atletas/igor-alexander-bernardes/,https://lnb.com.br/wp-content/uploads/2015/12/Igor.png,1997-04-15,Pivô,,,,6,8,8,success,0,https://lnb.com.br/atletas/igor-alexander-bernardes/
660,Igor Avelino,Igor,igor-avelino,https://lnb.com.br/atletas/igor-avelino/,https://lnb.com.br/wp-content/uploads/2016/11/IgorAvelino.png,1993-11-22,Ala,,200,110,14,8,9,success,0,https://lnb.com.br/atletas/igor-avelino/
661,Igor Dal Col Tormar,Igor,igor-dal-col-tormar,https://lnb.com.br/atletas/igor-dal-col-tormar/,https://lnb.com.br/wp-content/uploads/2015/08/10-Igor.png,1994-09-29,Ala,,197,,15,6,6,success,0,https://lnb.com.br/atletas/igor-dal-col-tormar/
662,Igor de Jesus Andrade,Igor,igor-de-jesus-andrade,https://lnb.com.br/atletas/igor-de-jesus-andrade/,https://lnb.com.br/wp-content/uploads/2021/02/CabeçãoSite-24-400x400.png,2005-05-03,Ala,São Paulo (SP),193,91,12,14,18,success,0,https://lnb.com.br/atletas/igor-de-jesus-andrade/
663,Igor Guimarães Tracci,Igor Tracci,igor-guimaraes-tracci,https://lnb.com.br/atletas/igor-guimar%c3%a3es-tracci/,https://lnb.com.br/wp-content/themes/lnb-2016/avatar_padrao.png,1991-09-02,Ala/Pivô,São Paulo (SP),205,,14,5,5,success,0,https://lnb.com.br/atletas/igor-guimar%c3%a3es-tracci/
664,Igor Raviery Silva Felinto,Raviery,igor-raviery-silva-felinto,https://lnb.com.br/atletas/igor-raviery-silva-felinto/,https://lnb.com.br/wp-content/uploads/2021/10/10-RAVIERY-400x400.png,2005-03-18,Armador,Campina Grande (PB),184,83,34,14,18,success,0,https://lnb.com.br/atletas/igor-raviery-silva-felinto/
665,Igor Rocha Araujo,Igor,igor-rocha-araujo,https://lnb.com.br/atletas/igor-rocha-araujo/,https://lnb.com.br/wp-content/uploads/2017/10/CabeçãoSite_0010_2Igor-400x400.png,1999-12-09,Ala/Armador,São Paulo (SP),192,89,2,12,17,success,0,https://lnb.com.br/atletas/igor-rocha-araujo/
666,Igor Teixeira Nascimento,Igor,igor-teixeira-nascimento,https://lnb.com.br/atletas/igor-teixeira-nascimento/,https://lnb.com.br/wp-content/uploads/2016/10/unnamed-file.png,1996-01-31,Ala/Armador,,190,97,23,9,9,success,0,https://lnb.com.br/atletas/igor-teixeira-nascimento/
667,Igor Willian Domingos Botelho,Igor,igor-willian-domingos-botelho,https://lnb.com.br/atletas/igor-willian-domingos-botelho/,https://lnb.com.br/wp-content/uploads/2016/10/uniforme-mogi.png,2012-02-29,Ala,Mogi das Cruzes (SP),180,75,29,18,18,success,0,https://lnb.com.br/atletas/igor-willian-domingos-botelho/
668,Isaac Brandon Hamilton,Hamilton,isaac-brandon-hamilton,https://lnb.com.br/atletas/isaac-brandon-hamilton/,https://lnb.com.br/wp-content/uploads/2022/10/IsaacHamilton-400x400.png,1994-05-14,Ala,,193,84,6,15,15,success,0,https://lnb.com.br/atletas/isaac-brandon-hamilton/
669,Isaac Carmelo Sosa Carrion,Sosa,isaac-carmelo-sosa-carrion,https://lnb.com.br/atletas/isaac-carmelo-sosa-carrion/,https://lnb.com.br/wp-content/uploads/2015/12/Sosa1.png,1990-02-16,Ala,Guaynabo (PUR),190,,22,8,8,success,0,https://lnb.com.br/atletas/isaac-carmelo-sosa-carrion/
670,Isaac Donnell Thornton,I. Thornton,isaac-donnell-thornton,https://lnb.com.br/atletas/isaac-donnell-thornton/,https://lnb.com.br/wp-content/uploads/2017/02/CabeçãoSite_0011_0-Thornton-400x361.png,1991-06-25,Ala,Virginia (EUA),193,94,0,9,18,success,0,https://lnb.com.br/atletas/isaac-donnell-thornton/
671,Isaque Duarte Borges,Borges,isaque-duarte-borges,https://lnb.com.br/atletas/isaque-duarte-borges/,https://lnb.com.br/wp-content/uploads/2023/06/CabeçãoSite_0000_50-Isaque-400x400.png,2006-08-17,Pivô,Nova Iguaçu (RJ),208,140,50,17,18,success,0,https://lnb.com.br/atletas/isaque-duarte-borges/
672,Ismar do Vale Neto,Ismar,ismar-do-vale-neto,https://lnb.com.br/atletas/ismar-do-vale-neto/,https://lnb.com.br/wp-content/uploads/2014/03/55-Ismar-Rosto.png,1987-03-03,Ala/Armador,,188,,55,4,5,success,0,https://lnb.com.br/atletas/ismar-do-vale-neto/
673,Italo Barbosa dos Santos,Barbosa,italo-barbosa-dos-santos,https://lnb.com.br/atletas/italo-barbosa-dos-santos/,https://lnb.com.br/wp-content/uploads/2022/07/BARBOSA_CERRADO.png,2003-01-20,Ala,,191,75,11,15,15,success,0,https://lnb.com.br/atletas/italo-barbosa-dos-santos/
674,Italo Bonizioli Honorato,Honorato,italo-bonizioli-honorato,https://lnb.com.br/atletas/italo-bonizioli-honorato/,https://lnb.com.br/wp-content/uploads/2018/10/CabeçãoSite_0004_23-Honorato-400x473.png,2001-09-13,Pivô,Duque de Caxias (RJ),206,107,23,12,18,success,0,https://lnb.com.br/atletas/italo-bonizioli-honorato/
675,Ivan Carvalho Ozorio Neto,Ivan Neto,ivan-carvalho-ozorio-neto,https://lnb.com.br/atletas/ivan-carvalho-ozorio-neto/,https://lnb.com.br/wp-content/uploads/2020/10/IVAN-NETO-2-400x400.png,2002-07-23,Ala/Pivô,Macaé (RJ),192,88,23,15,15,success,0,https://lnb.com.br/atletas/ivan-carvalho-ozorio-neto/
676,Jack Thomas Gohlke,Gohlke,jack-thomas-gohlke,https://lnb.com.br/atletas/jack-thomas-gohlke/,https://lnb.com.br/wp-content/uploads/2025/09/CabeçãoSite-_0008_3-Gohlke-400x400.png,1999-10-03,Ala,Wisconsin (USA),191,95,3,18,18,success,0,https://lnb.com.br/atletas/jack-thomas-gohlke/
677,Jackson Henrique Almeida da Silva,Jackson,jackson-henrique-almeida-da-silva,https://lnb.com.br/atletas/jackson-henrique-almeida-da-silva/,https://lnb.com.br/wp-content/uploads/2016/10/Jackson-400x400.png,1996-11-22,Ala,,192,97,22,8,14,success,0,https://lnb.com.br/atletas/jackson-henrique-almeida-da-silva/
678,Jackson Junior Oliveira da Silva,Jackson Jr.,jackson-junior-oliveira-da-silva,https://lnb.com.br/atletas/jackson-junior-oliveira-da-silva/,https://lnb.com.br/wp-content/uploads/2023/06/2-JACKSON-JR-400x400.png,2006-05-19,Ala,Natal (RN),195,88,7,17,17,success,0,https://lnb.com.br/atletas/jackson-junior-oliveira-da-silva/
679,Jalen Dean Jones,Jones,jalen-dean-jones,https://lnb.com.br/atletas/jalen-dean-jones/,https://lnb.com.br/wp-content/uploads/2019/02/jones-site-400x304.png,1995-08-03,Ala,Texas (EUA),188,93,25,12,12,success,0,https://lnb.com.br/atletas/jalen-dean-jones/
680,Jamaal Thaddius Smith,Jamaal,jamaal-thaddius-smith-trashed,https://lnb.com.br/atletas/jamaal-thaddius-smith__trashed/,https://lnb.com.br/wp-content/uploads/2016/10/5-JAMAAL-2-400x400.png,1985-02-25,Armador,Califórnia (EUA),183,85,5,6,17,success,0,https://lnb.com.br/atletas/jamaal-thaddius-smith__trashed/
681,Jamail Le Roy Jones,Jones,jamail-le-roy-jones,https://lnb.com.br/atletas/jamail-le-roy-jones/,https://lnb.com.br/wp-content/uploads/2017/10/22-Jones.png,1992-06-04,Ala,,198,98,22,10,10,success,0,https://lnb.com.br/atletas/jamail-le-roy-jones/
682,James Clarence Parker,Jay Parker,james-clarence-parker,https://lnb.com.br/atletas/james-clarence-parker/,https://lnb.com.br/wp-content/themes/lnb-2016/avatar_padrao.png,1981-11-24,Ala/Armador,"Chicago, Illinois (EUA)",185,,10,2,5,success,0,https://lnb.com.br/atletas/james-clarence-parker/
683,Jamison Costa Silva Júnior,JJ,jamison-costa-silva-junior,https://lnb.com.br/atletas/jamison-costa-silva-junior/,https://lnb.com.br/wp-content/uploads/2018/08/CabeçãoSite_0006_12-JJ-400x383.png,2000-12-28,Ala,Rio de Janeiro (RJ),197,104,12,13,18,success,0,https://lnb.com.br/atletas/jamison-costa-silva-junior/
684,Jamison Kyree Elder,Elder,jamison-kyree-elder,https://lnb.com.br/atletas/jamison-kyree-elder/,https://lnb.com.br/wp-content/uploads/2022/10/3-ELDER-400x400.png,1998-06-17,Ala/Armador,,186,80,3,15,15,success,0,https://lnb.com.br/atletas/jamison-kyree-elder/
685,Jamison Rudy Van Brewer,Brewer,jamison-rudy-van-brewer,https://lnb.com.br/atletas/jamison-rudy-van-brewer/,https://lnb.com.br/wp-content/themes/lnb-2016/avatar_padrao.png,1980-11-19,Armador,Silver Spring (EUA),194,,71,2,2,success,0,https://lnb.com.br/atletas/jamison-rudy-van-brewer/
686,Jarjuan Stane Smith,Smith,jarjuan-stane-smith,https://lnb.com.br/atletas/jarjuan-stane-smith/,https://lnb.com.br/wp-content/themes/lnb-2016/avatar_padrao.png,1985-12-24,Ala/Pivô,,190,,936,2,2,success,0,https://lnb.com.br/atletas/jarjuan-stane-smith/
687,Jarvis de Oliveira e Silva,Jarvis Silva,jarvis-de-oliveira-e-silva,https://lnb.com.br/atletas/jarvis-de-oliveira-e-silva/,https://lnb.com.br/wp-content/themes/lnb-2016/avatar_padrao.png,1991-03-05,Ala,Franca (SP),194,,11,4,4,success,0,https://lnb.com.br/atletas/jarvis-de-oliveira-e-silva/
688,Jason Anthony Smith,Jason Smith,jason-anthony-smith,https://lnb.com.br/atletas/jason-anthony-smith/,https://lnb.com.br/wp-content/uploads/2015/11/Jason.png,1983-09-13,Armador,New Orleans (EUA),188,,11,6,8,success,0,https://lnb.com.br/atletas/jason-anthony-smith/
689,Jason David Detrick,Detrick,jason-david-detrick,https://lnb.com.br/atletas/jason-david-detrick/,https://lnb.com.br/wp-content/themes/lnb-2016/avatar_padrao.png,1980-12-05,Ala,Dusseldorf (ALE),197,,13,5,5,success,0,https://lnb.com.br/atletas/jason-david-detrick/
690,Jason Michael Robinson,Robinson,jason-michael-robinson,https://lnb.com.br/atletas/jason-michael-robinson/,https://lnb.com.br/wp-content/uploads/2015/11/Robinson.png,1980-08-12,Ala/Armador,,196,,24,8,8,success,0,https://lnb.com.br/atletas/jason-michael-robinson/
691,Jean Lucas Cardoso de Oliveira,Jeanzinho,jean-lucas-cardoso-de-oliveira,https://lnb.com.br/atletas/jean-lucas-cardoso-de-oliveira/,https://lnb.com.br/wp-content/uploads/2018/08/CabeçãoSite-_0010_0-Jenazinho-400x400.png,2001-05-15,Armador,Barueri (SP),181,78,0,11,18,success,0,https://lnb.com.br/atletas/jean-lucas-cardoso-de-oliveira/
692,Jefferson Froehlich Socas,J. Socas,jefferson-froehlich-socas,https://lnb.com.br/atletas/jefferson-froehlich-socas/,https://lnb.com.br/wp-content/uploads/2018/11/54-400x367.png,1991-01-12,Armador,Joinville (SC),195,87,54,5,13,success,0,https://lnb.com.br/atletas/jefferson-froehlich-socas/
693,Jeffery Trepagnier,Trepagnier,jeffery-trepagnier,https://lnb.com.br/atletas/jeffery-trepagnier/,https://lnb.com.br/wp-content/themes/lnb-2016/avatar_padrao.png,1979-07-11,Ala/Pivô,,194,,22,4,4,success,0,https://lnb.com.br/atletas/jeffery-trepagnier/
694,Jeffrey Afriyie Kame Addai,Addai,jeffrey-afriyie-kame-addai,https://lnb.com.br/atletas/jeffrey-afriyie-kame-addai/,https://lnb.com.br/wp-content/themes/lnb-2016/avatar_padrao.png,1984-04-21,Armador,"Houston, Texas (EUA)",194,,23,4,4,success,0,https://lnb.com.br/atletas/jeffrey-afriyie-kame-addai/
695,Jeffrey Kyle Ledbetter,Jeff,jeffrey-kyle-ledbetter,https://lnb.com.br/atletas/jeffrey-kyle-ledbetter/,https://lnb.com.br/wp-content/themes/lnb-2016/avatar_padrao.png,1988-06-15,Ala/Armador,"Brea, Califórnia (EUA)",192,,22,4,4,success,0,https://lnb.com.br/atletas/jeffrey-kyle-ledbetter/
696,Jeffries,Jeffries,jeffries,https://lnb.com.br/atletas/jeffries/,https://lnb.com.br/wp-content/themes/lnb-2016/avatar_padrao.png,1980-12-06,Pivô,,202,,993,2,2,success,0,https://lnb.com.br/atletas/jeffries/
697,Jelliel Mayan Ferreira Marcolino,Jelliel,jelliel-mayan-ferreira-marcolino,https://lnb.com.br/atletas/jelliel-mayan-ferreira-marcolino/,https://lnb.com.br/wp-content/uploads/2024/06/11-MAYAN-400x400.png,2006-07-13,Pivô,Fortaleza (CE),206,90,12,18,18,success,0,https://lnb.com.br/atletas/jelliel-mayan-ferreira-marcolino/
698,Jeremiah Timotheus Massey,Massey,jeremiah-thimotheus-massey,https://lnb.com.br/atletas/jeremiah-thimotheus-massey/,https://lnb.com.br/wp-content/uploads/2019/08/366128_898114_whatsapp_image_2019_08_06_at_12.48.43-400x498.jpeg,1982-07-22,Ala/Pivô,,201,105,5,12,12,success,0,https://lnb.com.br/atletas/jeremiah-thimotheus-massey/
699,Jeremy Mathew Hollowell,Hollowell,jeremy-mathew-hollowell,https://lnb.com.br/atletas/jeremy-mathew-hollowell/,https://lnb.com.br/wp-content/uploads/2023/12/CabeçãoSite_0007_13-HOLLOWELL-400x357.png,1994-02-25,Ala/Pivô,Ohio (USA),203,104,13,16,18,success,0,https://lnb.com.br/atletas/jeremy-mathew-hollowell/
700,Jermaine Darnell Beal,Beal,jermaine-darnell-beal,https://lnb.com.br/atletas/jermaine-darnell-beal/,https://lnb.com.br/wp-content/uploads/2013/08/06-Beal.png,1987-11-04,Ala/Armador,Dalas (EUA),193,,6,5,5,success,0,https://lnb.com.br/atletas/jermaine-darnell-beal/
701,Jermaine Lafrance Johnson,Johnson,jermaine-lafrance-johnson,https://lnb.com.br/atletas/jermaine-lafrance-johnson/,https://lnb.com.br/wp-content/themes/lnb-2016/avatar_padrao.png,1985-07-04,Ala/Pivô,"Los Angeles, Califórnia (EUA)",203,,5,4,4,success,0,https://lnb.com.br/atletas/jermaine-lafrance-johnson/
702,Jerome Dieu Donne Meyinsse,Meyinsse,jerome-dieu-donne-meyinsse,https://lnb.com.br/atletas/jerome-dieu-donne-meyinsse/,https://lnb.com.br/wp-content/uploads/2015/11/Meyinsse.png,1988-12-18,Pivô,Luisiana (EUA),207,,55,6,8,success,0,https://lnb.com.br/atletas/jerome-dieu-donne-meyinsse/
703,Jhonatan Assen de Godoi,Jhonatan,jhonatan-assen-de-godoi,https://lnb.com.br/atletas/jhonatan-assen-de-godoi/,https://lnb.com.br/wp-content/uploads/2022/07/jhow-400x400.png,2004-08-10,Pivô,São Paulo (SP),206,103,7,18,18,success,0,https://lnb.com.br/atletas/jhonatan-assen-de-godoi/
704,Jhonatan Luz dos Santos,Jhonatan,jhonatan-luz-dos-santos,https://lnb.com.br/atletas/jhonatan-luz-dos-santos/,https://lnb.com.br/wp-content/uploads/2016/10/CabeçãoSite_0007_7-Jonathan-400x355.png,1987-02-10,Ala,Osasco (SP),197,93,7,2,18,success,0,https://lnb.com.br/atletas/jhonatan-luz-dos-santos/
705,Jimmy Devon Baxter,J. Baxter,jimmy-devon-baxter,https://lnb.com.br/atletas/jimmy-devon-baxter/,https://lnb.com.br/wp-content/uploads/2015/01/1-J-Baxter-Rosto.png,1980-11-30,Ala,Florida (EUA),198,,1,7,7,success,0,https://lnb.com.br/atletas/jimmy-devon-baxter/
706,João Cesar Macêdo da Silva,J Cesar,joao-cesar-macedo-da-silva,https://lnb.com.br/atletas/joao-cesar-macedo-da-silva/,https://lnb.com.br/wp-content/uploads/2019/07/89-J._Cesar-400x400.png,2002-04-01,Pivô,Colíder (MT),201,102,16,16,16,success,0,https://lnb.com.br/atletas/joao-cesar-macedo-da-silva/
707,João Davi Peracio Camillozzi Monteiro Alves,João Davi,joao-davi-peracio-camillozzi-monteiro-alves,https://lnb.com.br/atletas/joao-davi-peracio-camillozzi-monteiro-alves/,https://lnb.com.br/wp-content/uploads/2024/06/02-JOAO-DAVI-400x400.png,2006-04-12,Ala,Nova Lima (MG),190,80,4,18,18,success,0,https://lnb.com.br/atletas/joao-davi-peracio-camillozzi-monteiro-alves/
708,João Felipe Baiocchi Vianna,João Felipe,joao-felipe-baiocchi-vianna,https://lnb.com.br/atletas/jo%c3%a3o-felipe-baiocchi-vianna/,https://lnb.com.br/wp-content/themes/lnb-2016/avatar_padrao.png,1990-01-07,Ala,São Paulo (SP),192,,7,5,5,success,0,https://lnb.com.br/atletas/jo%c3%a3o-felipe-baiocchi-vianna/
709,João Felipe Campos Magalhães de Sá,João de Sá,joao-felipe-campos-magalhaes-de-sa,https://lnb.com.br/atletas/jo%c3%a3o-felipe-campos-magalh%c3%a3es-de-s%c3%a1/,https://lnb.com.br/wp-content/themes/lnb-2016/avatar_padrao.png,1993-06-16,Ala,,201,90,24,10,10,success,0,https://lnb.com.br/atletas/jo%c3%a3o-felipe-campos-magalh%c3%a3es-de-s%c3%a1/
710,João Felipe Piovesan Amato,João Felipe,joao-felipe-piovesan-amato,https://lnb.com.br/atletas/jo%c3%a3o-felipe-piovesan-amato/,https://lnb.com.br/wp-content/themes/lnb-2016/avatar_padrao.png,1994-02-26,Ala/Armador,,193,,20,8,8,success,0,https://lnb.com.br/atletas/jo%c3%a3o-felipe-piovesan-amato/
711,João Gabriel Aguiar de Sá Roriz,Gabriel,joao-gabriel-aguiar-de-sa-roriz,https://lnb.com.br/atletas/joao-gabriel-aguiar-de-sa-roriz/,https://lnb.com.br/wp-content/uploads/2018/01/16-GABRIEL-400x400.png,2002-04-06,Ala/Armador,Fortaleza (CE),185,88,16,10,12,success,0,https://lnb.com.br/atletas/joao-gabriel-aguiar-de-sa-roriz/
712,João Gabriel Gomes Guimarães,Guimarães,joao-gabriel-gomes-guimaraes,https://lnb.com.br/atletas/joao-gabriel-gomes-guimaraes/,https://lnb.com.br/wp-content/uploads/2024/06/CabeçãoSite_0010_6-Joao-400x400.png,2007-04-30,Armador,Ribeirão Preto (SP),191,75,6,18,18,success,0,https://lnb.com.br/atletas/joao-gabriel-gomes-guimaraes/
713,João Henrique Steuer de Aragão,Aragão,joao-henrique-steuer-de-aragao,https://lnb.com.br/atletas/joao-henrique-steuer-de-aragao/,https://lnb.com.br/wp-content/uploads/2016/10/uniforme-10.png,2008-10-01,Ala/Pivô,São Paulo (SP),205,82,19,18,18,success,0,https://lnb.com.br/atletas/joao-henrique-steuer-de-aragao/
714,João Magalhães Guizardi,Guizardi,joao-magalhaes-guizardi,https://lnb.com.br/atletas/joao-magalhaes-guizardi/,https://lnb.com.br/wp-content/uploads/2020/10/JOAO-GUIZARDI-400x400.png,2004-04-23,Armador,Bauru (SP),184,78,2,14,14,success,0,https://lnb.com.br/atletas/joao-magalhaes-guizardi/
715,João Marcello Cardoso Pereira,Mãozinha,joao-marcello-cardoso-pereira,https://lnb.com.br/atletas/joao-marcello-cardoso-pereira/,https://lnb.com.br/wp-content/uploads/2022/11/Maozinha-400x400.png,2000-08-28,Ala/Pivô,Rio de Janeiro (RJ),198,88,45,12,15,success,0,https://lnb.com.br/atletas/joao-marcello-cardoso-pereira/
716,João Marcos Gonçalves Teodoro,João Marcos,joao-marcos-goncalves-teodoro,https://lnb.com.br/atletas/joao-marcos-goncalves-teodoro/,https://lnb.com.br/wp-content/uploads/2021/07/Joao-Marcos-1-400x400.png,2002-11-20,Ala/Armador,Brasília (DF),190,88,2,14,14,success,0,https://lnb.com.br/atletas/joao-marcos-goncalves-teodoro/
717,João Marcos Ramos,João Marcos,joao-marcos-ramos,https://lnb.com.br/atletas/joao-marcos-ramos/,https://lnb.com.br/wp-content/uploads/2017/10/Joao-Marcos.png,1999-01-15,Pivô,Bauru (SP),201,105,2,10,16,success,0,https://lnb.com.br/atletas/joao-marcos-ramos/
718,João Matheus de Oliveira Camargo,Camargo,joao-matheus-de-oliveira-camargo,https://lnb.com.br/atletas/joao-matheus-de-oliveira-camargo/,https://lnb.com.br/wp-content/uploads/2017/10/joao-camargo-400x629.png,1999-06-26,Ala/Armador,,183,78,25,11,11,success,0,https://lnb.com.br/atletas/joao-matheus-de-oliveira-camargo/
719,João Nicolas Kopper Borges,Kopper,joao-nicolas-kopper-borges,https://lnb.com.br/atletas/joao-nicolas-kopper-borges/,https://lnb.com.br/wp-content/uploads/2021/07/CabeçãoSite-_0010_7-Kopper-400x380.png,2004-05-20,Ala,Uberlândia (MG),193,85,7,18,18,success,0,https://lnb.com.br/atletas/joao-nicolas-kopper-borges/
720,João Paulo de Almeida,João Paulo,joao-paulo-de-almeida,https://lnb.com.br/atletas/joao-paulo-de-almeida/,https://lnb.com.br/wp-content/uploads/2021/07/CabeçãoSite_0003_12-Joao-Paulo-400x400.png,2004-12-03,Ala/Pivô,Passos (MG),202,106,12,14,18,success,0,https://lnb.com.br/atletas/joao-paulo-de-almeida/
721,João Paulo de Sousa Lustosa,João Paulo,joao-paulo-de-sousa-lustosa,https://lnb.com.br/atletas/jo%c3%a3o-paulo-de-sousa-lustosa/,https://lnb.com.br/wp-content/themes/lnb-2016/avatar_padrao.png,1992-12-05,Pivô,,0,,13,2,4,success,0,https://lnb.com.br/atletas/jo%c3%a3o-paulo-de-sousa-lustosa/
722,João Paulo Lopes Batista,Batista,joao-paulo-lopes-batista,https://lnb.com.br/atletas/joao-paulo-lopes-batista/,https://lnb.com.br/wp-content/uploads/2016/10/BATISTA-400x394.png,1981-10-29,Pivô,Olinda (PE),204,114,13,8,14,success,0,https://lnb.com.br/atletas/joao-paulo-lopes-batista/
723,João Paulo Machini Costa,João M.,joao-paulo-machini-costa,https://lnb.com.br/atletas/joao-paulo-machini-costa/,https://lnb.com.br/wp-content/uploads/2021/07/CabeçãoSite_0009_3Mini-400x400.png,2004-12-22,Armador,Franca (SP),176,73,3,15,18,success,0,https://lnb.com.br/atletas/joao-paulo-machini-costa/
724,João Paulo Rodrigues Carneiro Lima,João Paulo,joao-paulo-rodrigues-carneiro-lima,https://lnb.com.br/atletas/jo%c3%a3o-paulo-rodrigues-carneiro-lima/,https://lnb.com.br/wp-content/themes/lnb-2016/avatar_padrao.png,1980-06-06,Pivô,,205,,18,2,2,success,0,https://lnb.com.br/atletas/jo%c3%a3o-paulo-rodrigues-carneiro-lima/
725,João Pedro Boni Sa,João Pedro,joao-pedro-boni-sa,https://lnb.com.br/atletas/jo%c3%a3o-pedro-boni-sa/,https://lnb.com.br/wp-content/themes/lnb-2016/avatar_padrao.png,1991-01-30,Ala/Pivô,,192,,64,3,3,success,0,https://lnb.com.br/atletas/jo%c3%a3o-pedro-boni-sa/
726,João Pedro Borrego Siqueira Martins,João Pedro,joao-pedro-borrego-siqueira-martins,https://lnb.com.br/atletas/jo%c3%a3o-pedro-borrego-siqueira-martins/,https://lnb.com.br/wp-content/uploads/2016/10/3-João-Pedro.png,1996-08-14,Armador,Jacareí (SP),180,69,3,7,10,success,0,https://lnb.com.br/atletas/jo%c3%a3o-pedro-borrego-siqueira-martins/
727,João Pedro de Moraes Demétrio,Demetrio,joao-pedro-de-moraes-demetrio,https://lnb.com.br/atletas/joao-pedro-de-moraes-demetrio/,https://lnb.com.br/wp-content/uploads/2016/10/CabeçãoSite--400x400.png,1995-05-20,Pivô,Santos (SP),206,110,15,6,17,success,0,https://lnb.com.br/atletas/joao-pedro-de-moraes-demetrio/
728,João Pedro Lopes Guirro,Guirro,joao-pedro-lopes-guirro,https://lnb.com.br/atletas/jo%c3%a3o-pedro-lopes-guirro/,https://lnb.com.br/wp-content/uploads/2019/10/11-1-400x408.png,1999-12-03,Ala/Armador,São José dos Campos (SP),194,90,11,11,12,success,0,https://lnb.com.br/atletas/jo%c3%a3o-pedro-lopes-guirro/
729,Joao Phylippe Belmiro Bernardi,Joao,joao-phylippe-belmiro-bernardi,https://lnb.com.br/atletas/jo%c3%a3o-phylippe-belmiro-bernardi/,,,,,,,,6,9,success,0,https://lnb.com.br/atletas/jo%c3%a3o-phylippe-belmiro-bernardi/
730,João Prado Campos,J. Prado,joao-prado-campos,https://lnb.com.br/atletas/joao-prado-campos/,https://lnb.com.br/wp-content/uploads/2019/10/JoaoPrado-400x400.png,2002-02-12,Armador,Belo Horizonte (MG),185,84,11,14,15,success,0,https://lnb.com.br/atletas/joao-prado-campos/
731,João Victor Capela dos Santos,Capela,joao-victor-capela-dos-santos,https://lnb.com.br/atletas/joao-victor-capela-dos-santos/,https://lnb.com.br/wp-content/uploads/2020/12/JOAO-CAPELA-400x400.png,2003-07-09,Ala/Armador,São Paulo (SP),186,79,5,13,15,success,0,https://lnb.com.br/atletas/joao-victor-capela-dos-santos/
732,João Victor Fidelis Moda,Fidelis,joao-victor-fidelis-moda,https://lnb.com.br/atletas/joao-victor-fidelis-moda/,https://lnb.com.br/wp-content/uploads/2018/08/17.-FIDELIS-400x400.png,2001-02-05,Pivô,São José do Rio Pardo (SP),205,105,41,15,18,success,0,https://lnb.com.br/atletas/joao-victor-fidelis-moda/
733,João Victor Mamedes Silva,Mamedes,joao-victor-mamedes-silva,https://lnb.com.br/atletas/jo%c3%a3o-victor-mamedes-silva/,https://lnb.com.br/wp-content/uploads/2016/10/Mamedes-site-400x304.png,1998-01-05,Pivô,Cachoeiro (ES),201,98,42,10,12,success,0,https://lnb.com.br/atletas/jo%c3%a3o-victor-mamedes-silva/
734,João Victor Nickel Alves dos Santos,Nickel,joao-victor-nickel-alves-dos-santos,https://lnb.com.br/atletas/joao-victor-nickel-alves-dos-santos/,https://lnb.com.br/wp-content/uploads/2023/06/CabeçãoSite_0006_12-Nickel-400x400.png,2005-08-29,Armador,Curitiba (PR),187,70,12,17,18,success,0,https://lnb.com.br/atletas/joao-victor-nickel-alves-dos-santos/
735,João Victor Scopel de Oliveira,Shaw,joao-victor-scopel-de-oliveira,https://lnb.com.br/atletas/joao-victor-scopel-de-oliveira/,https://lnb.com.br/wp-content/uploads/2020/10/SHAW-14-400x400.png,2003-08-01,Ala,,196,81,14,14,14,success,0,https://lnb.com.br/atletas/joao-victor-scopel-de-oliveira/
736,João Victor Torres Furtado Lima,Johnny,joao-victor-torres-furtado-lima,https://lnb.com.br/atletas/joao-victor-torres-furtado-lima/,https://lnb.com.br/wp-content/uploads/2016/10/João-Victor-Furtado-Lima-Johny-400x492.jpg,1996-02-18,Ala,Brasília (DF),198,102,23,9,9,success,0,https://lnb.com.br/atletas/joao-victor-torres-furtado-lima/
737,João Vitor França dos Santos,França,joao-vitor-franca-dos-santos,https://lnb.com.br/atletas/joao-vitor-franca-dos-santos/,https://lnb.com.br/wp-content/uploads/2016/10/joao-vitor-400x394.png,1998-12-15,Pivô,Rio de Janeiro (RJ),215,110,0,9,16,success,0,https://lnb.com.br/atletas/joao-vitor-franca-dos-santos/
738,Joao Vitor Martins,Joao,joao-vitor-martins,https://lnb.com.br/atletas/joao-vitor-martins/,,,,,,,,15,15,success,0,https://lnb.com.br/atletas/joao-vitor-martins/
739,João Vitor Vieira da Silva,J V Vieira,joao-vitor-vieira-da-silva,https://lnb.com.br/atletas/joao-vitor-vieira-da-silva/,https://lnb.com.br/wp-content/uploads/2020/10/jvVieira.png,2003-03-19,Armador,,189,90,90,13,13,success,0,https://lnb.com.br/atletas/joao-vitor-vieira-da-silva/
740,João Vitor Wander Broock Resta,Wander Broock,joao-vitor-wander-broock-resta,https://lnb.com.br/atletas/joao-vitor-wander-broock-resta/,https://lnb.com.br/wp-content/uploads/2019/02/26-WANDER-BROOCK-400x400.png,2002-06-26,Armador,Maringá (PR),190,84,26,13,13,success,0,https://lnb.com.br/atletas/joao-vitor-wander-broock-resta/
